Skateboard Sprite Map Metadata
==============================

Grid size: 118x118
Sprite dimensions: 64x64 pixels
Total sprites: 13824
Rotation increment: 15 degrees

Sprite positions (x_y_z -> row,column):
105.0_330.0_75.0 -> 38,81
105.0_330.0_90.0 -> 38,82
105.0_330.0_105.0 -> 38,83
105.0_330.0_120.0 -> 38,84
105.0_330.0_135.0 -> 38,85
105.0_330.0_150.0 -> 38,86
105.0_330.0_165.0 -> 38,87
105.0_330.0_180.0 -> 38,88
105.0_330.0_195.0 -> 38,89
105.0_330.0_210.0 -> 38,90
105.0_330.0_225.0 -> 38,91
105.0_330.0_240.0 -> 38,92
105.0_330.0_255.0 -> 38,93
105.0_330.0_270.0 -> 38,94
105.0_330.0_285.0 -> 38,95
105.0_330.0_300.0 -> 38,96
105.0_330.0_315.0 -> 38,97
105.0_330.0_330.0 -> 38,98
105.0_330.0_345.0 -> 38,99
105.0_345.0_0.0 -> 38,100
105.0_345.0_15.0 -> 38,101
105.0_345.0_30.0 -> 38,102
105.0_345.0_45.0 -> 38,103
105.0_345.0_60.0 -> 38,104
105.0_345.0_75.0 -> 38,105
105.0_345.0_90.0 -> 38,106
105.0_345.0_105.0 -> 38,107
105.0_345.0_120.0 -> 38,108
105.0_345.0_135.0 -> 38,109
105.0_345.0_150.0 -> 38,110
105.0_345.0_165.0 -> 38,111
105.0_345.0_180.0 -> 38,112
105.0_345.0_195.0 -> 38,113
105.0_345.0_210.0 -> 38,114
105.0_345.0_225.0 -> 38,115
105.0_345.0_240.0 -> 38,116
105.0_345.0_255.0 -> 38,117
105.0_345.0_270.0 -> 39,0
105.0_345.0_285.0 -> 39,1
105.0_345.0_300.0 -> 39,2
105.0_345.0_315.0 -> 39,3
105.0_345.0_330.0 -> 39,4
105.0_345.0_345.0 -> 39,5
120.0_0.0_0.0 -> 39,6
120.0_0.0_15.0 -> 39,7
120.0_0.0_30.0 -> 39,8
120.0_0.0_45.0 -> 39,9
120.0_0.0_60.0 -> 39,10
120.0_0.0_75.0 -> 39,11
120.0_0.0_90.0 -> 39,12
120.0_0.0_105.0 -> 39,13
120.0_0.0_120.0 -> 39,14
120.0_0.0_135.0 -> 39,15
120.0_0.0_150.0 -> 39,16
120.0_0.0_165.0 -> 39,17
120.0_0.0_180.0 -> 39,18
120.0_0.0_195.0 -> 39,19
120.0_0.0_210.0 -> 39,20
120.0_0.0_225.0 -> 39,21
120.0_0.0_240.0 -> 39,22
120.0_0.0_255.0 -> 39,23
120.0_0.0_270.0 -> 39,24
120.0_0.0_285.0 -> 39,25
120.0_0.0_300.0 -> 39,26
120.0_0.0_315.0 -> 39,27
120.0_0.0_330.0 -> 39,28
120.0_0.0_345.0 -> 39,29
120.0_15.0_0.0 -> 39,30
120.0_15.0_15.0 -> 39,31
120.0_15.0_30.0 -> 39,32
120.0_15.0_45.0 -> 39,33
120.0_15.0_60.0 -> 39,34
120.0_15.0_75.0 -> 39,35
120.0_15.0_90.0 -> 39,36
120.0_15.0_105.0 -> 39,37
120.0_15.0_120.0 -> 39,38
120.0_15.0_135.0 -> 39,39
120.0_15.0_150.0 -> 39,40
120.0_15.0_165.0 -> 39,41
120.0_15.0_180.0 -> 39,42
120.0_15.0_195.0 -> 39,43
120.0_15.0_210.0 -> 39,44
120.0_15.0_225.0 -> 39,45
120.0_15.0_240.0 -> 39,46
120.0_15.0_255.0 -> 39,47
120.0_15.0_270.0 -> 39,48
120.0_15.0_285.0 -> 39,49
120.0_15.0_300.0 -> 39,50
120.0_15.0_315.0 -> 39,51
120.0_15.0_330.0 -> 39,52
120.0_15.0_345.0 -> 39,53
120.0_30.0_0.0 -> 39,54
120.0_30.0_15.0 -> 39,55
120.0_30.0_30.0 -> 39,56
120.0_30.0_45.0 -> 39,57
120.0_30.0_60.0 -> 39,58
120.0_30.0_75.0 -> 39,59
120.0_30.0_90.0 -> 39,60
120.0_30.0_105.0 -> 39,61
120.0_30.0_120.0 -> 39,62
120.0_30.0_135.0 -> 39,63
120.0_30.0_150.0 -> 39,64
120.0_30.0_165.0 -> 39,65
120.0_30.0_180.0 -> 39,66
120.0_30.0_195.0 -> 39,67
120.0_30.0_210.0 -> 39,68
120.0_30.0_225.0 -> 39,69
120.0_30.0_240.0 -> 39,70
120.0_30.0_255.0 -> 39,71
120.0_30.0_270.0 -> 39,72
120.0_30.0_285.0 -> 39,73
120.0_30.0_300.0 -> 39,74
120.0_30.0_315.0 -> 39,75
120.0_30.0_330.0 -> 39,76
120.0_30.0_345.0 -> 39,77
120.0_45.0_0.0 -> 39,78
120.0_45.0_15.0 -> 39,79
120.0_45.0_30.0 -> 39,80
120.0_45.0_45.0 -> 39,81
120.0_45.0_60.0 -> 39,82
120.0_45.0_75.0 -> 39,83
120.0_45.0_90.0 -> 39,84
120.0_45.0_105.0 -> 39,85
120.0_45.0_120.0 -> 39,86
120.0_45.0_135.0 -> 39,87
120.0_45.0_150.0 -> 39,88
120.0_45.0_165.0 -> 39,89
120.0_45.0_180.0 -> 39,90
120.0_45.0_195.0 -> 39,91
120.0_45.0_210.0 -> 39,92
120.0_45.0_225.0 -> 39,93
120.0_45.0_240.0 -> 39,94
120.0_45.0_255.0 -> 39,95
120.0_45.0_270.0 -> 39,96
120.0_45.0_285.0 -> 39,97
120.0_45.0_300.0 -> 39,98
120.0_45.0_315.0 -> 39,99
120.0_45.0_330.0 -> 39,100
120.0_45.0_345.0 -> 39,101
120.0_60.0_0.0 -> 39,102
120.0_60.0_15.0 -> 39,103
120.0_60.0_30.0 -> 39,104
120.0_60.0_45.0 -> 39,105
120.0_60.0_60.0 -> 39,106
120.0_60.0_75.0 -> 39,107
120.0_60.0_90.0 -> 39,108
120.0_60.0_105.0 -> 39,109
120.0_60.0_120.0 -> 39,110
120.0_60.0_135.0 -> 39,111
120.0_60.0_150.0 -> 39,112
120.0_60.0_165.0 -> 39,113
120.0_60.0_180.0 -> 39,114
120.0_60.0_195.0 -> 39,115
120.0_60.0_210.0 -> 39,116
120.0_60.0_225.0 -> 39,117
120.0_60.0_240.0 -> 40,0
120.0_60.0_255.0 -> 40,1
120.0_60.0_270.0 -> 40,2
120.0_60.0_285.0 -> 40,3
120.0_60.0_300.0 -> 40,4
120.0_60.0_315.0 -> 40,5
120.0_60.0_330.0 -> 40,6
120.0_60.0_345.0 -> 40,7
120.0_75.0_0.0 -> 40,8
120.0_75.0_15.0 -> 40,9
120.0_75.0_30.0 -> 40,10
120.0_75.0_45.0 -> 40,11
120.0_75.0_60.0 -> 40,12
120.0_75.0_75.0 -> 40,13
120.0_75.0_90.0 -> 40,14
120.0_75.0_105.0 -> 40,15
120.0_75.0_120.0 -> 40,16
120.0_75.0_135.0 -> 40,17
120.0_75.0_150.0 -> 40,18
120.0_75.0_165.0 -> 40,19
120.0_75.0_180.0 -> 40,20
120.0_75.0_195.0 -> 40,21
120.0_75.0_210.0 -> 40,22
120.0_75.0_225.0 -> 40,23
120.0_75.0_240.0 -> 40,24
120.0_75.0_255.0 -> 40,25
120.0_75.0_270.0 -> 40,26
120.0_75.0_285.0 -> 40,27
120.0_75.0_300.0 -> 40,28
120.0_75.0_315.0 -> 40,29
120.0_75.0_330.0 -> 40,30
120.0_75.0_345.0 -> 40,31
120.0_90.0_0.0 -> 40,32
120.0_90.0_15.0 -> 40,33
120.0_90.0_30.0 -> 40,34
120.0_90.0_45.0 -> 40,35
120.0_90.0_60.0 -> 40,36
120.0_90.0_75.0 -> 40,37
120.0_90.0_90.0 -> 40,38
120.0_90.0_105.0 -> 40,39
120.0_90.0_120.0 -> 40,40
120.0_90.0_135.0 -> 40,41
120.0_90.0_150.0 -> 40,42
120.0_90.0_165.0 -> 40,43
120.0_90.0_180.0 -> 40,44
120.0_90.0_195.0 -> 40,45
120.0_90.0_210.0 -> 40,46
120.0_90.0_225.0 -> 40,47
120.0_90.0_240.0 -> 40,48
120.0_90.0_255.0 -> 40,49
120.0_90.0_270.0 -> 40,50
120.0_90.0_285.0 -> 40,51
120.0_90.0_300.0 -> 40,52
120.0_90.0_315.0 -> 40,53
120.0_90.0_330.0 -> 40,54
120.0_90.0_345.0 -> 40,55
120.0_105.0_0.0 -> 40,56
120.0_105.0_15.0 -> 40,57
120.0_105.0_30.0 -> 40,58
120.0_105.0_45.0 -> 40,59
120.0_105.0_60.0 -> 40,60
120.0_105.0_75.0 -> 40,61
120.0_105.0_90.0 -> 40,62
120.0_105.0_105.0 -> 40,63
120.0_105.0_120.0 -> 40,64
120.0_105.0_135.0 -> 40,65
120.0_105.0_150.0 -> 40,66
120.0_105.0_165.0 -> 40,67
120.0_105.0_180.0 -> 40,68
120.0_105.0_195.0 -> 40,69
120.0_105.0_210.0 -> 40,70
120.0_105.0_225.0 -> 40,71
120.0_105.0_240.0 -> 40,72
120.0_105.0_255.0 -> 40,73
120.0_105.0_270.0 -> 40,74
120.0_105.0_285.0 -> 40,75
120.0_105.0_300.0 -> 40,76
120.0_105.0_315.0 -> 40,77
120.0_105.0_330.0 -> 40,78
120.0_105.0_345.0 -> 40,79
120.0_120.0_0.0 -> 40,80
120.0_120.0_15.0 -> 40,81
120.0_120.0_30.0 -> 40,82
120.0_120.0_45.0 -> 40,83
120.0_120.0_60.0 -> 40,84
120.0_120.0_75.0 -> 40,85
120.0_120.0_90.0 -> 40,86
120.0_120.0_105.0 -> 40,87
120.0_120.0_120.0 -> 40,88
120.0_120.0_135.0 -> 40,89
120.0_120.0_150.0 -> 40,90
120.0_120.0_165.0 -> 40,91
120.0_120.0_180.0 -> 40,92
120.0_120.0_195.0 -> 40,93
120.0_120.0_210.0 -> 40,94
120.0_120.0_225.0 -> 40,95
120.0_120.0_240.0 -> 40,96
120.0_120.0_255.0 -> 40,97
120.0_120.0_270.0 -> 40,98
120.0_120.0_285.0 -> 40,99
120.0_120.0_300.0 -> 40,100
120.0_120.0_315.0 -> 40,101
120.0_120.0_330.0 -> 40,102
120.0_120.0_345.0 -> 40,103
120.0_135.0_0.0 -> 40,104
120.0_135.0_15.0 -> 40,105
120.0_135.0_30.0 -> 40,106
120.0_135.0_45.0 -> 40,107
120.0_135.0_60.0 -> 40,108
120.0_135.0_75.0 -> 40,109
120.0_135.0_90.0 -> 40,110
120.0_135.0_105.0 -> 40,111
120.0_135.0_120.0 -> 40,112
120.0_135.0_135.0 -> 40,113
120.0_135.0_150.0 -> 40,114
120.0_135.0_165.0 -> 40,115
120.0_135.0_180.0 -> 40,116
120.0_135.0_195.0 -> 40,117
120.0_135.0_210.0 -> 41,0
120.0_135.0_225.0 -> 41,1
120.0_135.0_240.0 -> 41,2
120.0_135.0_255.0 -> 41,3
120.0_135.0_270.0 -> 41,4
120.0_135.0_285.0 -> 41,5
120.0_135.0_300.0 -> 41,6
120.0_135.0_315.0 -> 41,7
120.0_135.0_330.0 -> 41,8
120.0_135.0_345.0 -> 41,9
120.0_150.0_0.0 -> 41,10
120.0_150.0_15.0 -> 41,11
120.0_150.0_30.0 -> 41,12
120.0_150.0_45.0 -> 41,13
120.0_150.0_60.0 -> 41,14
120.0_150.0_75.0 -> 41,15
120.0_150.0_90.0 -> 41,16
120.0_150.0_105.0 -> 41,17
120.0_150.0_120.0 -> 41,18
120.0_150.0_135.0 -> 41,19
120.0_150.0_150.0 -> 41,20
120.0_150.0_165.0 -> 41,21
120.0_150.0_180.0 -> 41,22
120.0_150.0_195.0 -> 41,23
120.0_150.0_210.0 -> 41,24
120.0_150.0_225.0 -> 41,25
120.0_150.0_240.0 -> 41,26
120.0_150.0_255.0 -> 41,27
120.0_150.0_270.0 -> 41,28
120.0_150.0_285.0 -> 41,29
120.0_150.0_300.0 -> 41,30
120.0_150.0_315.0 -> 41,31
120.0_150.0_330.0 -> 41,32
120.0_150.0_345.0 -> 41,33
120.0_165.0_0.0 -> 41,34
120.0_165.0_15.0 -> 41,35
120.0_165.0_30.0 -> 41,36
120.0_165.0_45.0 -> 41,37
120.0_165.0_60.0 -> 41,38
120.0_165.0_75.0 -> 41,39
120.0_165.0_90.0 -> 41,40
120.0_165.0_105.0 -> 41,41
120.0_165.0_120.0 -> 41,42
120.0_165.0_135.0 -> 41,43
120.0_165.0_150.0 -> 41,44
120.0_165.0_165.0 -> 41,45
120.0_165.0_180.0 -> 41,46
120.0_165.0_195.0 -> 41,47
120.0_165.0_210.0 -> 41,48
120.0_165.0_225.0 -> 41,49
120.0_165.0_240.0 -> 41,50
120.0_165.0_255.0 -> 41,51
120.0_165.0_270.0 -> 41,52
120.0_165.0_285.0 -> 41,53
120.0_165.0_300.0 -> 41,54
120.0_165.0_315.0 -> 41,55
120.0_165.0_330.0 -> 41,56
120.0_165.0_345.0 -> 41,57
120.0_180.0_0.0 -> 41,58
120.0_180.0_15.0 -> 41,59
120.0_180.0_30.0 -> 41,60
120.0_180.0_45.0 -> 41,61
120.0_180.0_60.0 -> 41,62
120.0_180.0_75.0 -> 41,63
120.0_180.0_90.0 -> 41,64
120.0_180.0_105.0 -> 41,65
120.0_180.0_120.0 -> 41,66
120.0_180.0_135.0 -> 41,67
120.0_180.0_150.0 -> 41,68
120.0_180.0_165.0 -> 41,69
120.0_180.0_180.0 -> 41,70
120.0_180.0_195.0 -> 41,71
120.0_180.0_210.0 -> 41,72
120.0_180.0_225.0 -> 41,73
120.0_180.0_240.0 -> 41,74
120.0_180.0_255.0 -> 41,75
120.0_180.0_270.0 -> 41,76
120.0_180.0_285.0 -> 41,77
120.0_180.0_300.0 -> 41,78
120.0_180.0_315.0 -> 41,79
120.0_180.0_330.0 -> 41,80
120.0_180.0_345.0 -> 41,81
120.0_195.0_0.0 -> 41,82
120.0_195.0_15.0 -> 41,83
120.0_195.0_30.0 -> 41,84
120.0_195.0_45.0 -> 41,85
120.0_195.0_60.0 -> 41,86
120.0_195.0_75.0 -> 41,87
120.0_195.0_90.0 -> 41,88
120.0_195.0_105.0 -> 41,89
120.0_195.0_120.0 -> 41,90
120.0_195.0_135.0 -> 41,91
120.0_195.0_150.0 -> 41,92
120.0_195.0_165.0 -> 41,93
120.0_195.0_180.0 -> 41,94
120.0_195.0_195.0 -> 41,95
120.0_195.0_210.0 -> 41,96
120.0_195.0_225.0 -> 41,97
120.0_195.0_240.0 -> 41,98
120.0_195.0_255.0 -> 41,99
120.0_195.0_270.0 -> 41,100
120.0_195.0_285.0 -> 41,101
120.0_195.0_300.0 -> 41,102
120.0_195.0_315.0 -> 41,103
120.0_195.0_330.0 -> 41,104
120.0_195.0_345.0 -> 41,105
120.0_210.0_0.0 -> 41,106
120.0_210.0_15.0 -> 41,107
120.0_210.0_30.0 -> 41,108
120.0_210.0_45.0 -> 41,109
120.0_210.0_60.0 -> 41,110
120.0_210.0_75.0 -> 41,111
120.0_210.0_90.0 -> 41,112
120.0_210.0_105.0 -> 41,113
120.0_210.0_120.0 -> 41,114
120.0_210.0_135.0 -> 41,115
120.0_210.0_150.0 -> 41,116
120.0_210.0_165.0 -> 41,117
120.0_210.0_180.0 -> 42,0
120.0_210.0_195.0 -> 42,1
120.0_210.0_210.0 -> 42,2
120.0_210.0_225.0 -> 42,3
120.0_210.0_240.0 -> 42,4
120.0_210.0_255.0 -> 42,5
120.0_210.0_270.0 -> 42,6
120.0_210.0_285.0 -> 42,7
120.0_210.0_300.0 -> 42,8
120.0_210.0_315.0 -> 42,9
120.0_210.0_330.0 -> 42,10
120.0_210.0_345.0 -> 42,11
120.0_225.0_0.0 -> 42,12
120.0_225.0_15.0 -> 42,13
120.0_225.0_30.0 -> 42,14
120.0_225.0_45.0 -> 42,15
120.0_225.0_60.0 -> 42,16
120.0_225.0_75.0 -> 42,17
120.0_225.0_90.0 -> 42,18
120.0_225.0_105.0 -> 42,19
120.0_225.0_120.0 -> 42,20
120.0_225.0_135.0 -> 42,21
120.0_225.0_150.0 -> 42,22
120.0_225.0_165.0 -> 42,23
120.0_225.0_180.0 -> 42,24
120.0_225.0_195.0 -> 42,25
120.0_225.0_210.0 -> 42,26
120.0_225.0_225.0 -> 42,27
120.0_225.0_240.0 -> 42,28
120.0_225.0_255.0 -> 42,29
120.0_225.0_270.0 -> 42,30
120.0_225.0_285.0 -> 42,31
120.0_225.0_300.0 -> 42,32
120.0_225.0_315.0 -> 42,33
120.0_225.0_330.0 -> 42,34
120.0_225.0_345.0 -> 42,35
120.0_240.0_0.0 -> 42,36
120.0_240.0_15.0 -> 42,37
120.0_240.0_30.0 -> 42,38
120.0_240.0_45.0 -> 42,39
120.0_240.0_60.0 -> 42,40
120.0_240.0_75.0 -> 42,41
120.0_240.0_90.0 -> 42,42
120.0_240.0_105.0 -> 42,43
120.0_240.0_120.0 -> 42,44
120.0_240.0_135.0 -> 42,45
120.0_240.0_150.0 -> 42,46
120.0_240.0_165.0 -> 42,47
120.0_240.0_180.0 -> 42,48
120.0_240.0_195.0 -> 42,49
120.0_240.0_210.0 -> 42,50
120.0_240.0_225.0 -> 42,51
120.0_240.0_240.0 -> 42,52
120.0_240.0_255.0 -> 42,53
120.0_240.0_270.0 -> 42,54
120.0_240.0_285.0 -> 42,55
120.0_240.0_300.0 -> 42,56
120.0_240.0_315.0 -> 42,57
120.0_240.0_330.0 -> 42,58
120.0_240.0_345.0 -> 42,59
120.0_255.0_0.0 -> 42,60
120.0_255.0_15.0 -> 42,61
120.0_255.0_30.0 -> 42,62
120.0_255.0_45.0 -> 42,63
120.0_255.0_60.0 -> 42,64
120.0_255.0_75.0 -> 42,65
120.0_255.0_90.0 -> 42,66
120.0_255.0_105.0 -> 42,67
120.0_255.0_120.0 -> 42,68
120.0_255.0_135.0 -> 42,69
120.0_255.0_150.0 -> 42,70
120.0_255.0_165.0 -> 42,71
120.0_255.0_180.0 -> 42,72
120.0_255.0_195.0 -> 42,73
120.0_255.0_210.0 -> 42,74
120.0_255.0_225.0 -> 42,75
120.0_255.0_240.0 -> 42,76
120.0_255.0_255.0 -> 42,77
120.0_255.0_270.0 -> 42,78
120.0_255.0_285.0 -> 42,79
120.0_255.0_300.0 -> 42,80
120.0_255.0_315.0 -> 42,81
120.0_255.0_330.0 -> 42,82
120.0_255.0_345.0 -> 42,83
120.0_270.0_0.0 -> 42,84
120.0_270.0_15.0 -> 42,85
120.0_270.0_30.0 -> 42,86
120.0_270.0_45.0 -> 42,87
120.0_270.0_60.0 -> 42,88
120.0_270.0_75.0 -> 42,89
120.0_270.0_90.0 -> 42,90
120.0_270.0_105.0 -> 42,91
120.0_270.0_120.0 -> 42,92
120.0_270.0_135.0 -> 42,93
120.0_270.0_150.0 -> 42,94
120.0_270.0_165.0 -> 42,95
120.0_270.0_180.0 -> 42,96
120.0_270.0_195.0 -> 42,97
120.0_270.0_210.0 -> 42,98
120.0_270.0_225.0 -> 42,99
120.0_270.0_240.0 -> 42,100
120.0_270.0_255.0 -> 42,101
120.0_270.0_270.0 -> 42,102
120.0_270.0_285.0 -> 42,103
120.0_270.0_300.0 -> 42,104
120.0_270.0_315.0 -> 42,105
120.0_270.0_330.0 -> 42,106
120.0_270.0_345.0 -> 42,107
120.0_285.0_0.0 -> 42,108
120.0_285.0_15.0 -> 42,109
120.0_285.0_30.0 -> 42,110
120.0_285.0_45.0 -> 42,111
120.0_285.0_60.0 -> 42,112
120.0_285.0_75.0 -> 42,113
120.0_285.0_90.0 -> 42,114
120.0_285.0_105.0 -> 42,115
120.0_285.0_120.0 -> 42,116
120.0_285.0_135.0 -> 42,117
120.0_285.0_150.0 -> 43,0
120.0_285.0_165.0 -> 43,1
120.0_285.0_180.0 -> 43,2
120.0_285.0_195.0 -> 43,3
120.0_285.0_210.0 -> 43,4
120.0_285.0_225.0 -> 43,5
120.0_285.0_240.0 -> 43,6
120.0_285.0_255.0 -> 43,7
120.0_285.0_270.0 -> 43,8
120.0_285.0_285.0 -> 43,9
120.0_285.0_300.0 -> 43,10
120.0_285.0_315.0 -> 43,11
120.0_285.0_330.0 -> 43,12
120.0_285.0_345.0 -> 43,13
120.0_300.0_0.0 -> 43,14
120.0_300.0_15.0 -> 43,15
120.0_300.0_30.0 -> 43,16
120.0_300.0_45.0 -> 43,17
120.0_300.0_60.0 -> 43,18
120.0_300.0_75.0 -> 43,19
120.0_300.0_90.0 -> 43,20
120.0_300.0_105.0 -> 43,21
120.0_300.0_120.0 -> 43,22
120.0_300.0_135.0 -> 43,23
120.0_300.0_150.0 -> 43,24
120.0_300.0_165.0 -> 43,25
120.0_300.0_180.0 -> 43,26
120.0_300.0_195.0 -> 43,27
120.0_300.0_210.0 -> 43,28
120.0_300.0_225.0 -> 43,29
120.0_300.0_240.0 -> 43,30
120.0_300.0_255.0 -> 43,31
120.0_300.0_270.0 -> 43,32
120.0_300.0_285.0 -> 43,33
120.0_300.0_300.0 -> 43,34
120.0_300.0_315.0 -> 43,35
120.0_300.0_330.0 -> 43,36
120.0_300.0_345.0 -> 43,37
120.0_315.0_0.0 -> 43,38
120.0_315.0_15.0 -> 43,39
120.0_315.0_30.0 -> 43,40
120.0_315.0_45.0 -> 43,41
120.0_315.0_60.0 -> 43,42
120.0_315.0_75.0 -> 43,43
120.0_315.0_90.0 -> 43,44
120.0_315.0_105.0 -> 43,45
120.0_315.0_120.0 -> 43,46
120.0_315.0_135.0 -> 43,47
120.0_315.0_150.0 -> 43,48
120.0_315.0_165.0 -> 43,49
120.0_315.0_180.0 -> 43,50
120.0_315.0_195.0 -> 43,51
120.0_315.0_210.0 -> 43,52
120.0_315.0_225.0 -> 43,53
120.0_315.0_240.0 -> 43,54
120.0_315.0_255.0 -> 43,55
120.0_315.0_270.0 -> 43,56
120.0_315.0_285.0 -> 43,57
120.0_315.0_300.0 -> 43,58
120.0_315.0_315.0 -> 43,59
120.0_315.0_330.0 -> 43,60
120.0_315.0_345.0 -> 43,61
120.0_330.0_0.0 -> 43,62
120.0_330.0_15.0 -> 43,63
120.0_330.0_30.0 -> 43,64
120.0_330.0_45.0 -> 43,65
120.0_330.0_60.0 -> 43,66
120.0_330.0_75.0 -> 43,67
120.0_330.0_90.0 -> 43,68
120.0_330.0_105.0 -> 43,69
120.0_330.0_120.0 -> 43,70
120.0_330.0_135.0 -> 43,71
120.0_330.0_150.0 -> 43,72
120.0_330.0_165.0 -> 43,73
120.0_330.0_180.0 -> 43,74
120.0_330.0_195.0 -> 43,75
120.0_330.0_210.0 -> 43,76
120.0_330.0_225.0 -> 43,77
120.0_330.0_240.0 -> 43,78
120.0_330.0_255.0 -> 43,79
120.0_330.0_270.0 -> 43,80
120.0_330.0_285.0 -> 43,81
120.0_330.0_300.0 -> 43,82
120.0_330.0_315.0 -> 43,83
120.0_330.0_330.0 -> 43,84
120.0_330.0_345.0 -> 43,85
120.0_345.0_0.0 -> 43,86
120.0_345.0_15.0 -> 43,87
120.0_345.0_30.0 -> 43,88
120.0_345.0_45.0 -> 43,89
120.0_345.0_60.0 -> 43,90
120.0_345.0_75.0 -> 43,91
120.0_345.0_90.0 -> 43,92
120.0_345.0_105.0 -> 43,93
120.0_345.0_120.0 -> 43,94
120.0_345.0_135.0 -> 43,95
120.0_345.0_150.0 -> 43,96
120.0_345.0_165.0 -> 43,97
120.0_345.0_180.0 -> 43,98
120.0_345.0_195.0 -> 43,99
120.0_345.0_210.0 -> 43,100
120.0_345.0_225.0 -> 43,101
120.0_345.0_240.0 -> 43,102
120.0_345.0_255.0 -> 43,103
120.0_345.0_270.0 -> 43,104
120.0_345.0_285.0 -> 43,105
120.0_345.0_300.0 -> 43,106
120.0_345.0_315.0 -> 43,107
120.0_345.0_330.0 -> 43,108
120.0_345.0_345.0 -> 43,109
135.0_0.0_0.0 -> 43,110
135.0_0.0_15.0 -> 43,111
135.0_0.0_30.0 -> 43,112
135.0_0.0_45.0 -> 43,113
135.0_0.0_60.0 -> 43,114
135.0_0.0_75.0 -> 43,115
135.0_0.0_90.0 -> 43,116
135.0_0.0_105.0 -> 43,117
135.0_0.0_120.0 -> 44,0
135.0_0.0_135.0 -> 44,1
135.0_0.0_150.0 -> 44,2
135.0_0.0_165.0 -> 44,3
135.0_0.0_180.0 -> 44,4
135.0_0.0_195.0 -> 44,5
135.0_0.0_210.0 -> 44,6
135.0_0.0_225.0 -> 44,7
135.0_0.0_240.0 -> 44,8
135.0_0.0_255.0 -> 44,9
135.0_0.0_270.0 -> 44,10
135.0_0.0_285.0 -> 44,11
135.0_0.0_300.0 -> 44,12
135.0_0.0_315.0 -> 44,13
135.0_0.0_330.0 -> 44,14
135.0_0.0_345.0 -> 44,15
135.0_15.0_0.0 -> 44,16
135.0_15.0_15.0 -> 44,17
135.0_15.0_30.0 -> 44,18
135.0_15.0_45.0 -> 44,19
135.0_15.0_60.0 -> 44,20
135.0_15.0_75.0 -> 44,21
135.0_15.0_90.0 -> 44,22
135.0_15.0_105.0 -> 44,23
135.0_15.0_120.0 -> 44,24
135.0_15.0_135.0 -> 44,25
135.0_15.0_150.0 -> 44,26
135.0_15.0_165.0 -> 44,27
135.0_15.0_180.0 -> 44,28
135.0_15.0_195.0 -> 44,29
135.0_15.0_210.0 -> 44,30
135.0_15.0_225.0 -> 44,31
135.0_15.0_240.0 -> 44,32
135.0_15.0_255.0 -> 44,33
135.0_15.0_270.0 -> 44,34
135.0_15.0_285.0 -> 44,35
135.0_15.0_300.0 -> 44,36
135.0_15.0_315.0 -> 44,37
135.0_15.0_330.0 -> 44,38
135.0_15.0_345.0 -> 44,39
135.0_30.0_0.0 -> 44,40
135.0_30.0_15.0 -> 44,41
135.0_30.0_30.0 -> 44,42
135.0_30.0_45.0 -> 44,43
135.0_30.0_60.0 -> 44,44
135.0_30.0_75.0 -> 44,45
135.0_30.0_90.0 -> 44,46
135.0_30.0_105.0 -> 44,47
135.0_30.0_120.0 -> 44,48
135.0_30.0_135.0 -> 44,49
135.0_30.0_150.0 -> 44,50
135.0_30.0_165.0 -> 44,51
135.0_30.0_180.0 -> 44,52
135.0_30.0_195.0 -> 44,53
135.0_30.0_210.0 -> 44,54
135.0_30.0_225.0 -> 44,55
135.0_30.0_240.0 -> 44,56
135.0_30.0_255.0 -> 44,57
135.0_30.0_270.0 -> 44,58
135.0_30.0_285.0 -> 44,59
135.0_30.0_300.0 -> 44,60
135.0_30.0_315.0 -> 44,61
135.0_30.0_330.0 -> 44,62
135.0_30.0_345.0 -> 44,63
135.0_45.0_0.0 -> 44,64
135.0_45.0_15.0 -> 44,65
135.0_45.0_30.0 -> 44,66
135.0_45.0_45.0 -> 44,67
135.0_45.0_60.0 -> 44,68
135.0_45.0_75.0 -> 44,69
135.0_45.0_90.0 -> 44,70
135.0_45.0_105.0 -> 44,71
135.0_45.0_120.0 -> 44,72
135.0_45.0_135.0 -> 44,73
135.0_45.0_150.0 -> 44,74
135.0_45.0_165.0 -> 44,75
135.0_45.0_180.0 -> 44,76
135.0_45.0_195.0 -> 44,77
135.0_45.0_210.0 -> 44,78
135.0_45.0_225.0 -> 44,79
135.0_45.0_240.0 -> 44,80
135.0_45.0_255.0 -> 44,81
135.0_45.0_270.0 -> 44,82
135.0_45.0_285.0 -> 44,83
135.0_45.0_300.0 -> 44,84
135.0_45.0_315.0 -> 44,85
135.0_45.0_330.0 -> 44,86
135.0_45.0_345.0 -> 44,87
135.0_60.0_0.0 -> 44,88
135.0_60.0_15.0 -> 44,89
135.0_60.0_30.0 -> 44,90
135.0_60.0_45.0 -> 44,91
135.0_60.0_60.0 -> 44,92
135.0_60.0_75.0 -> 44,93
135.0_60.0_90.0 -> 44,94
135.0_60.0_105.0 -> 44,95
135.0_60.0_120.0 -> 44,96
135.0_60.0_135.0 -> 44,97
135.0_60.0_150.0 -> 44,98
135.0_60.0_165.0 -> 44,99
135.0_60.0_180.0 -> 44,100
135.0_60.0_195.0 -> 44,101
135.0_60.0_210.0 -> 44,102
135.0_60.0_225.0 -> 44,103
135.0_60.0_240.0 -> 44,104
